,action 2
2141,0.38
2142,0.45
2143,0.44
2144,0.4
2145,0.69
2146,1.41
2147,0.83
2148,0.72
2149,0.53
2150,0.62
2151,0.55
2152,0.15
2153,0.27
2154,0.73
2155,0.32
2156,0.29
2157,0.08
2158,0.06
2159,0.05
2160,0.02
2161,0.23
2162,0.48
2163,0.53
2164,0.33
2165,0.5
2166,0.68
2167,0.84
2168,0.7
2169,0.72
2170,0.73
2171,0.62
2172,0.96
2173,1.14
2174,0.87
2175,0.95
2176,0.51
2177,0.74
2178,0.61
2179,0.62
2180,0.68
2181,0.74
2182,0.67
2183,0.74
2184,1.05
2185,0.79
2186,1.0
2187,0.71
2188,0.86
2189,1.16
2190,1.26
2191,0.97
2192,0.93
2193,0.94
2194,0.83
2195,0.81
2196,0.76
2197,0.68
2198,0.53
2199,0.61
2200,0.67
2201,1.27
2202,1.25
2203,1.18
2204,0.66
2205,0.73
2206,0.72
2207,0.77
2208,0.71
2209,0.49
2210,0.56
2211,0.73
2212,0.63
2213,0.49
2214,0.8
2215,0.34
2216,0.29
2217,0.13
2218,0.59
2219,0.69
2220,1.05
2221,0.5
2222,0.66
2223,0.27
2224,0.1
2225,0.11
2226,0.08
2227,0.08
2228,0.4
2229,0.19
2230,0.02
2231,0.26
2232,0.25
2233,0.67
2234,0.54
2235,0.52
2236,0.08
2237,0.78
2238,0.57
2239,1.03
2240,0.78
2241,0.97
2242,0.86
2243,0.59
2244,0.67
2245,0.11
2246,0.28
2247,0.16
2248,0.0
2249,0.13
2250,0.22
2251,0.26
2252,0.23
2253,0.27
2254,0.56
2255,0.55
2256,0.42
2257,0.38
2258,0.84
2259,0.52
2260,0.45
2261,0.49
2262,0.51
2263,0.65
2264,0.28
2265,0.13
2266,0.37
2267,0.18
2268,0.08
2269,0.06
2270,0.17
2271,0.2
2272,0.12
2273,0.06
2274,0.11
2275,0.16
2276,0.08
2277,0.05
2278,0.06
2279,0.07
2280,0.55
2281,0.39
2282,0.7
2283,0.45
2284,0.42
2285,0.36
2286,0.34
2287,0.24
2288,0.65
2289,0.41
2290,0.32
2291,0.3
2292,0.65
2293,0.56
2294,0.71
2295,1.11
2296,0.54
2297,0.47
2298,0.61
2299,0.5
2300,0.42
2301,0.25
2302,0.23
2303,0.26
2304,0.42
2305,0.15
2306,0.25
2307,0.28
2308,0.13
2309,0.54
2310,0.46
2311,0.24
2312,0.18
2313,0.24
2314,0.35
2315,0.24
2316,0.48
2317,0.37
2318,0.11
2319,0.26
2320,0.09
2321,0.04
2322,0.05
2323,0.04
2324,0.12
2325,0.1
2326,0.24
2327,0.11
2328,0.14
2329,0.21
2330,0.07
2331,0.55
2332,0.07
2333,0.11
2334,0.14
2335,0.22
2336,0.4
2337,0.62
2338,0.66
2339,0.58
2340,0.29
2341,0.36
2342,0.39
2343,0.75
2344,0.7
2345,0.51
2346,0.46
2347,0.38
2348,0.35
2349,0.35
2350,0.64
2351,0.58
2352,0.21
2353,0.31
2354,0.33
2355,0.24
2356,0.15
2357,0.15
2358,0.15
2359,0.33
2360,0.24
2361,0.49
2362,0.47
2363,0.31
2364,0.2
2365,0.17
2366,0.21
2367,0.28
2368,0.07
2369,0.12
2370,0.07
2371,0.16
2372,0.08
2373,0.38
2374,0.38
2375,0.79
2376,0.55
2377,0.37
2378,0.56
2379,0.79
2380,0.62
2381,0.61
2382,0.66
2383,0.74
2384,0.52
2385,0.89
2386,0.5
2387,0.64
2388,0.79
2389,0.5
2390,0.76
2391,0.43
2392,0.14
2393,0.21
2394,0.29
2395,0.78
2396,0.33
2397,1.14
2398,0.69
2399,0.61
2400,0.62
2401,0.48
2402,0.48
2403,0.26
2404,0.18
2405,0.39
2406,0.4
2407,0.4
2408,0.37
2409,0.41
2410,0.22
2411,0.15
2412,0.2
2413,0.07
2414,0.16
2415,0.12
2416,0.19
2417,0.31
2418,0.17
2419,0.1
2420,0.2
2421,0.18
2422,0.19
2423,0.48
2424,0.08
2425,0.29
2426,0.35
2427,0.46
2428,0.7
2429,0.5
2430,0.55
2431,0.34
2432,0.71
2433,0.19
2434,0.46
2435,0.49
2436,0.72
2437,0.21
2438,0.33
2439,0.22
2440,0.11
2441,0.38
2442,0.81
2443,0.57
2444,0.29
2445,0.14
2446,0.21
2447,0.19
2448,0.27
2449,0.29
2450,0.26
2451,0.13
2452,0.1
2453,0.06
2454,0.18
2455,0.14
2456,0.48
2457,0.21
2458,0.47
2459,0.27
2460,0.24
2461,0.16
2462,0.33
2463,0.15
2464,0.18
2465,0.36
2466,0.11
2467,0.14
2468,0.17
2469,0.07
2470,0.25
2471,0.54
2472,0.48
2473,0.76
2474,0.14
2475,0.34
2476,0.04
2477,0.38
2478,0.42
2479,0.24
2480,0.63
2481,0.44
2482,0.49
2483,0.44
2484,0.4
2485,0.36
2486,0.37
2487,0.56
2488,0.39
2489,0.41
2490,0.79
2491,0.76
2492,0.68
2493,0.8
2494,0.92
2495,0.75
2496,0.61
2497,0.47
2498,0.34
2499,0.35
2500,0.38
