,action 1
2141,10.85
2142,10.3
2143,11.03
2144,12.11
2145,10.75
2146,10.46
2147,10.84
2148,10.52
2149,11.19
2150,10.45
2151,10.19
2152,10.62
2153,10.53
2154,9.86
2155,11.2
2156,11.3
2157,11.21
2158,9.61
2159,10.24
2160,10.29
2161,10.01
2162,10.54
2163,9.97
2164,10.91
2165,10.1
2166,10.18
2167,11.11
2168,10.44
2169,11.13
2170,10.74
2171,10.74
2172,11.91
2173,10.21
2174,10.53
2175,12.42
2176,11.73
2177,10.5
2178,10.67
2179,11.15
2180,11.02
2181,11.52
2182,10.85
2183,11.08
2184,11.77
2185,11.06
2186,10.56
2187,10.49
2188,10.68
2189,10.77
2190,11.48
2191,11.65
2192,12.25
2193,9.93
2194,11.02
2195,11.04
2196,10.66
2197,10.92
2198,9.87
2199,10.52
2200,11.55
2201,11.08
2202,11.81
2203,11.58
2204,10.56
2205,11.27
2206,11.81
2207,11.33
2208,11.39
2209,10.77
2210,12.1
2211,11.22
2212,11.44
2213,9.9
2214,11.39
2215,10.6
2216,11.01
2217,10.4
2218,10.58
2219,11.02
2220,10.77
2221,11.4
2222,10.81
2223,11.49
2224,10.79
2225,11.12
2226,10.55
2227,10.98
2228,10.72
2229,10.37
2230,10.71
2231,10.86
2232,9.75
2233,11.87
2234,10.45
2235,11.53
2236,11.38
2237,10.97
2238,9.79
2239,11.31
2240,11.45
2241,11.93
2242,10.75
2243,12.1
2244,10.89
2245,10.74
2246,10.79
2247,10.93
2248,11.51
2249,10.91
2250,10.44
2251,10.11
2252,10.45
2253,10.85
2254,10.21
2255,9.82
2256,9.87
2257,9.79
2258,9.92
2259,10.27
2260,10.49
2261,10.7
2262,10.2
2263,9.83
2264,10.96
2265,11.78
2266,10.23
2267,10.25
2268,10.17
2269,11.02
2270,10.55
2271,11.09
2272,10.09
2273,11.38
2274,10.13
2275,10.09
2276,8.74
2277,9.2
2278,9.88
2279,10.8
2280,10.45
2281,11.38
2282,9.24
2283,10.7
2284,10.46
2285,10.78
2286,10.81
2287,11.71
2288,10.21
2289,10.95
2290,11.07
2291,9.95
2292,10.42
2293,9.66
2294,10.38
2295,9.4
2296,10.81
2297,11.44
2298,9.59
2299,9.53
2300,9.14
2301,9.58
2302,10.3
2303,10.45
2304,10.64
2305,9.88
2306,9.61
2307,11.19
2308,11.1
2309,10.58
2310,9.96
2311,10.85
2312,11.41
2313,11.15
2314,10.5
2315,10.44
2316,9.82
2317,9.86
2318,9.45
2319,9.77
2320,10.25
2321,11.07
2322,11.0
2323,10.03
2324,10.82
2325,11.27
2326,10.8
2327,11.07
2328,10.1
2329,9.98
2330,9.45
2331,8.59
2332,11.25
2333,10.84
2334,10.89
2335,10.81
2336,9.69
2337,10.11
2338,10.28
2339,10.64
2340,11.91
2341,9.57
2342,10.57
2343,10.88
2344,11.24
2345,11.3
2346,10.66
2347,10.61
2348,10.24
2349,11.15
2350,9.5
2351,9.9
2352,9.99
2353,10.56
2354,10.16
2355,10.63
2356,10.0
2357,10.67
2358,9.67
2359,11.35
2360,10.72
2361,10.87
2362,10.72
2363,11.55
2364,11.53
2365,11.89
2366,10.72
2367,11.79
2368,10.22
2369,9.31
2370,11.23
2371,11.78
2372,10.82
2373,11.66
2374,10.14
2375,10.34
2376,10.89
2377,10.76
2378,10.4
2379,10.45
2380,10.31
2381,10.99
2382,11.23
2383,11.39
2384,11.78
2385,10.35
2386,11.44
2387,10.92
2388,10.04
2389,10.83
2390,10.61
2391,10.25
2392,11.09
2393,9.85
2394,10.0
2395,10.8
2396,10.38
2397,9.96
2398,11.12
2399,10.21
2400,10.53
2401,10.54
2402,10.47
2403,11.91
2404,11.21
2405,11.02
2406,11.97
2407,11.01
2408,10.58
2409,10.68
2410,11.59
2411,10.06
2412,10.33
2413,9.85
2414,10.94
2415,10.63
2416,12.01
2417,10.23
2418,11.89
2419,11.29
2420,11.76
2421,11.33
2422,11.27
2423,9.95
2424,11.43
2425,9.72
2426,9.31
2427,11.09
2428,10.22
2429,10.63
2430,11.24
2431,9.58
2432,8.77
2433,11.09
2434,10.14
2435,10.19
2436,9.44
2437,10.73
2438,10.51
2439,11.73
2440,10.68
2441,9.93
2442,9.05
2443,10.84
2444,10.62
2445,10.9
2446,9.35
2447,10.28
2448,10.15
2449,10.93
2450,10.06
2451,10.6
2452,10.71
2453,10.3
2454,9.68
2455,9.35
2456,10.86
2457,10.04
2458,10.44
2459,12.03
2460,10.69
2461,10.98
2462,10.94
2463,11.15
2464,9.93
2465,10.72
2466,11.31
2467,11.07
2468,11.62
2469,10.86
2470,10.97
2471,10.6
2472,10.12
2473,9.54
2474,10.3
2475,10.99
2476,11.61
2477,11.45
2478,9.95
2479,11.53
2480,9.18
2481,10.21
2482,10.21
2483,10.01
2484,9.61
2485,9.89
2486,9.96
2487,10.45
2488,10.01
2489,9.84
2490,10.27
2491,10.28
2492,10.76
2493,10.13
2494,10.57
2495,11.01
2496,11.41
2497,10.45
2498,10.38
2499,9.98
2500,9.29
